metragem_m2,terreno_m2,quartos,banheiros,vagas_garagem,qualidade,idade_anos,preco_mil
96.1,1145.3,3,1,3,6,34,169.9
191.2,891.9,3,1,2,6,91,129.5
91.8,668.9,3,1,1,5,57,119.0
196.0,1036.8,3,2,2,7,42,244.0
130.5,291.3,2,2,2,7,3,171.8
81.2,915.8,3,1,1,5,41,130.0
201.3,1629.7,3,2,2,7,33,294.0
153.8,643.9,3,2,2,7,5,165.4
127.0,579.7,3,1,1,6,76,127.5
184.6,1328.8,2,2,2,8,14,301.5
80.3,377.2,2,1,0,5,87,99.9
108.3,890.7,2,2,2,7,3,190.0
97.9,905.8,3,1,2,6,39,151.0
155.6,2293.0,3,2,2,6,10,181.0
97.5,891.9,2,1,1,5,53,128.9
166.1,1045.2,5,1,1,4,52,161.5
169.5,1255.6,3,1,2,6,88,180.5
124.2,377.2,2,2,2,6,10,181.0
134.9,347.0,3,2,2,7,7,183.9
175.5,940.2,4,1,1,7,97,122.0
187.5,1227.6,3,2,3,9,2,378.5
320.2,1309.9,4,3,3,8,73,381.0
141.6,1053.9,3,1,1,5,49,144.0
141.6,2192.0,0,0,2,7,31,260.0
138.3,850.6,3,2,2,6,41,185.8
86.9,1256.6,3,1,1,5,41,137.0
126.1,1069.5,2,1,1,6,49,177.0
116.1,498.1,3,2,2,5,97,139.0
178.4,1054.0,4,2,2,5,59,137.0
129.6,1201.8,3,1,2,6,37,162.0
160.2,1660.3,3,1,2,6,42,197.9
188.7,880.1,3,2,2,8,6,237.0
104.8,696.8,2,1,2,4,90,68.4
146.1,911.2,3,2,2,7,7,227.0
124.4,747.8,2,2,2,7,16,180.0
96.6,817.5,3,2,2,5,32,150.5
169.5,873.3,4,2,0,6,39,139.0
227.3,895.4,4,2,1,6,91,169.0
131.2,557.4,4,1,1,6,70,132.5
123.4,909.5,3,1,2,6,47,143.0
147.0,3391.0,4,2,2,5,42,190.0
154.1,526.2,2,2,2,8,9,278.0
183.0,1028.0,3,2,3,8,0,281.0
107.0,1311.0,3,1,2,5,46,180.5
121.0,156.1,3,2,1,5,37,119.5
220.4,613.2,4,2,1,5,117,107.5
154.6,942.0,4,2,2,7,30,162.9
80.3,759.2,2,1,2,5,51,115.0
97.7,780.4,3,1,1,5,38,138.5
104.8,808.3,3,2,2,5,45,155.0
99.6,341.4,2,2,2,6,1,140.0
524.2,5935.3,3,2,2,10,0,160.0
115.8,696.8,3,1,1,5,51,154.0
184.2,999.8,3,2,2,7,10,225.0
138.8,696.8,3,1,1,6,67,177.5
234.7,940.2,4,2,3,8,12,290.0
150.1,807.1,3,2,3,7,1,232.0
158.7,312.4,3,2,2,7,2,130.0
153.5,1223.8,2,2,2,9,3,325.0
127.1,646.1,2,2,2,7,1,202.5
92.0,749.9,3,1,2,5,15,138.0
104.2,1114.8,2,1,2,5,60,147.0
120.2,664.5,3,2,2,6,17,179.2
176.7,1625.8,3,2,2,7,51,335.0
118.4,818.8,3,2,2,7,2,203.0
261.1,889.3,4,2,2,8,17,302.0
241.5,1372.5,4,2,3,9,11,333.2
88.1,760.9,3,1,1,4,53,119.0
196.2,1028.9,4,2,2,6,39,206.9
151.4,950.0,3,2,3,8,1,295.5
125.6,393.0,2,2,2,7,1,208.9
166.0,1373.2,3,2,3,8,5,275.0
88.1,949.0,3,1,1,4,53,111.0
137.3,780.4,3,1,2,6,52,156.5
66.9,615.7,2,1,1,3,59,72.5
178.7,946.3,3,2,2,7,18,190.0
65.8,495.2,2,1,0,4,69,82.5
166.8,927.7,2,2,3,8,1,147.0
74.0,337.8,2,1,0,4,86,55.0
71.9,396.7,3,1,0,3,76,79.0
75.8,613.2,3,1,1,5,26,130.5
259.4,969.9,5,2,2,6,88,256.0
151.6,843.9,3,2,2,7,8,176.5
147.5,929.0,3,2,3,8,1,227.0
88.6,1001.5,3,1,2,5,30,132.5
75.8,824.7,2,1,1,4,71,100.0
126.3,668.9,2,1,1,5,68,125.5
126.8,220.0,3,1,2,5,39,125.0
123.9,896.5,2,2,2,6,32,167.9
153.8,859.0,4,2,2,5,35,135.0
64.4,382.6,2,1,0,4,65,52.5
172.9,1249.5,3,2,2,7,4,200.0
80.3,888.2,3,1,1,5,34,128.5
81.0,770.5,3,1,4,4,36,123.0
103.5,1272.3,3,1,2,6,5,155.0
201.5,871.0,3,2,2,8,5,228.5
177.7,702.2,3,1,2,6,81,177.0
135.3,1031.5,3,2,2,7,1,155.8
89.2,557.4,2,1,1,4,87,108.5
200.3,1930.6,3,2,2,7,38,262.5
165.0,1422.0,3,2,3,8,1,283.5
138.8,1504.7,3,2,2,7,9,215.0
219.1,487.7,4,2,0,8,136,122.0
244.7,1081.7,6,2,4,5,40,200.0
159.4,859.1,4,1,2,6,46,171.0
109.3,557.4,2,1,2,6,72,134.9
300.8,1367.5,4,2,3,8,15,410.0
173.3,958.4,3,2,3,7,8,235.0
178.4,946.9,4,3,2,7,38,170.0
82.9,880.4,3,1,1,5,42,110.0
100.1,1164.7,3,1,2,5,39,149.9
146.1,196.7,3,2,2,6,10,177.5
183.9,1554.9,3,2,3,9,2,315.0
241.6,914.4,4,3,2,5,87,189.0
142.1,1501.1,3,2,2,7,4,260.0
161.5,1162.5,4,2,1,4,89,104.9
131.2,789.6,3,2,2,6,1,156.9
111.5,295.4,2,2,2,7,1,144.2
155.5,696.8,3,2,2,7,10,216.0
166.3,852.8,3,2,2,7,9,193.0
137.0,247.6,4,2,1,5,29,127.0
78.8,412.0,1,1,2,6,6,144.0
155.0,988.0,3,2,2,8,7,232.0
127.6,501.7,2,1,1,4,89,105.0
154.3,891.9,3,1,1,6,53,165.5
194.8,905.8,3,2,2,7,8,274.3
244.6,1059.1,2,2,3,10,6,466.5
181.9,987.1,3,2,3,7,3,250.0
146.0,1021.1,3,2,3,8,0,239.0
73.4,584.5,2,1,1,6,78,91.0
149.0,1021.7,3,2,2,5,68,117.0
91.7,181.4,2,1,1,6,33,83.0
129.5,904.4,3,2,2,5,2,167.5
80.3,762.9,2,1,1,3,96,58.5
196.7,1200.8,4,2,2,6,38,237.5
163.7,668.9,4,1,2,7,86,157.0
131.6,2354.1,3,2,2,5,89,112.0
116.9,841.7,2,1,1,6,70,105.0
107.2,505.0,3,1,1,4,88,125.5
258.6,1550.7,5,3,2,7,28,250.0
234.7,791.5,5,2,1,6,91,136.0
162.2,1383.5,3,2,3,9,3,377.5
113.2,557.4,3,1,2,6,66,131.0
141.7,845.4,3,2,2,7,6,235.0
147.2,830.9,4,2,3,5,42,124.0
83.6,728.2,3,1,1,5,39,123.0
177.6,1003.4,3,2,2,6,103,163.0
139.4,375.8,2,2,3,7,0,246.6
230.6,1176.6,4,2,3,8,2,281.2
156.7,5314.1,3,1,2,5,62,160.0
140.6,568.6,4,1,1,5,87,137.5
176.9,668.9,3,1,1,5,59,138.0
149.4,573.3,3,2,1,6,84,137.4
107.6,557.4,3,1,1,6,79,120.0
148.0,688.9,3,2,2,6,4,193.0
120.2,628.2,2,2,2,7,0,193.9
136.0,1417.3,3,2,3,8,0,282.9
112.8,967.1,3,1,3,3,91,105.0
152.9,356.9,2,2,2,8,4,275.0
71.3,784.6,2,1,2,5,37,133.0
77.4,815.7,3,1,0,5,24,112.0
126.6,719.1,3,1,2,4,100,125.5
194.4,1908.6,3,2,2,7,22,215.0
170.9,1153.9,3,2,2,7,8,230.0
155.0,891.9,3,1,1,6,59,140.0
96.6,668.9,2,2,2,4,60,90.0
171.3,1021.4,2,2,2,8,4,257.0
171.7,1212.7,4,1,2,6,85,207.0
145.8,337.7,1,2,3,7,2,175.9
212.7,1053.5,4,2,2,4,125,122.5
227.6,1537.1,3,2,3,8,11,340.0
106.3,855.1,3,1,1,5,45,124.0
171.3,1521.8,3,2,2,6,37,223.0
131.6,1087.0,3,2,2,6,38,179.9
99.3,375.6,2,2,2,6,33,127.5
78.8,412.0,1,1,2,6,5,136.5
204.5,1829.3,4,2,2,6,40,275.0
124.9,882.9,2,1,1,5,49,144.0
116.3,996.0,3,1,2,6,49,142.0
197.6,1016.7,3,2,2,7,14,271.0
144.7,1015.4,3,1,1,5,63,140.0
74.7,668.9,2,1,1,5,70,119.0
133.8,1165.6,3,2,2,6,26,182.9
170.8,2037.4,4,2,2,5,1,192.1
89.0,457.8,2,2,2,6,33,143.8
89.9,1003.4,4,2,1,4,80,64.5
166.5,953.3,3,2,2,6,8,186.5
104.6,1616.5,3,2,2,5,29,160.0
142.8,780.4,3,1,2,6,46,174.0
80.3,836.1,3,1,2,4,36,120.5
179.5,1156.1,2,2,3,8,0,394.6
114.8,688.1,2,1,2,6,53,149.7
160.3,1076.2,3,2,2,7,28,197.0
237.4,1070.8,3,2,2,6,86,191.0
78.8,411.2,1,1,2,6,4,149.3
186.5,1022.2,3,2,3,10,1,310.0
88.4,822.6,2,1,1,6,93,121.0
132.1,789.7,3,2,2,7,3,179.6
84.8,780.4,3,1,1,6,41,129.0
110.4,2428.7,3,1,1,5,48,157.9
194.2,929.0,3,2,2,8,12,240.0
125.0,1093.2,2,1,1,4,97,112.0
58.5,142.4,1,1,0,5,36,92.0
166.5,836.1,4,2,0,5,35,136.0
146.6,860.5,3,2,3,8,1,287.1
99.6,341.4,2,1,2,5,1,145.0
105.9,1599.5,3,1,0,5,0,84.5
113.4,696.8,2,2,2,7,5,185.0
153.0,735.5,3,2,2,6,8,175.0
192.6,1224.0,3,2,2,6,32,210.0
217.4,840.0,4,2,1,7,69,266.5
100.1,902.7,2,1,1,5,60,142.1
116.7,923.2,3,1,1,5,43,147.5
